timestep	actor	recipient	bodypart_actor	bodypart_recipient	label	intensity_of_body_contact	valence_actor	valence_recipient	intention	audio_information
2984.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2986.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2988.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2990.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2992.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2994.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2996.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
2998.0					NONE					
3000.0					NONE					
3002.0					NONE					
3004.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3006.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3008.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3010.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3012.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3014.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3016.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3018.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3020.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3022.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3024.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3026.0	FORREST	BUBBA			CARRY	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3028.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3030.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3032.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3034.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3036.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3038.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3040.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3042.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3044.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3046.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3048.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3050.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3052.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3054.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3056.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3058.0	BUBBA	FORREST	HAND	SHOULDER	ARM_AROUND_SHOULDER	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3060.0					NONE					
3062.0					NONE					
3064.0					NONE					
3066.0					NONE					
3068.0					NONE					
3070.0					NONE					
3072.0					NONE					
3074.0					NONE					
3076.0					NONE					
3078.0					NONE					
3080.0					NONE					
3082.0					NONE					
3084.0					NONE					
3086.0					NONE					
3088.0					NONE					
3090.0					NONE					
3092.0					NONE					
3094.0					NONE					
3096.0					NONE					
3098.0					NONE					
3100.0					NONE					
3102.0					NONE					
3104.0					NONE					
3106.0					NONE					
3108.0					NONE					
3110.0					NONE					
3112.0					NONE					
3114.0					NONE					
3116.0					NONE					
3118.0					NONE					
3120.0					NONE					
3122.0					NONE					
3124.0	MEN	DAN	HAND	HAND		0.0	POSITIVE	NEGATIVE	1.0	
3126.0	MEN	DAN	HAND	HAND		0.0	POSITIVE	NEGATIVE	1.0	
3128.0	MEN	DAN		BACK	CHANGE_POSITION	1.0	POSITIVE	NEGATIVE	1.0	
3130.0	MEN	DAN		BACK	CHANGE_POSITION	1.0	POSITIVE	NEGATIVE	1.0	
3130.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3132.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3134.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3136.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3138.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3140.0	MEN	DAN			CARRY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3142.0					NONE					
3144.0					NONE					
3146.0					NONE					
3148.0					NONE					
3150.0					NONE					
3152.0					NONE					
3154.0					NONE					
3156.0					NONE					
3158.0					NONE					
3160.0					NONE					
3162.0					NONE					
3164.0					NONE					
3166.0					NONE					
3168.0					NONE					
3170.0					NONE					
3172.0					NONE					
3174.0					NONE					
3176.0					NONE					
3178.0					NONE					
3180.0					NONE					
3182.0					NONE					
3184.0					NONE					
3186.0					NONE					
3188.0					NONE					
3190.0					NONE					
3192.0					NONE					
3194.0					NONE					
3196.0					NONE					
3198.0					NONE					
3200.0					NONE					
3202.0					NONE					
3204.0					NONE					
3206.0					NONE					
3208.0					NONE					
3210.0					NONE					
3212.0					NONE					
3214.0					NONE					
3216.0					NONE					
3218.0					NONE					
3220.0					NONE					
3222.0					NONE					
3224.0					NONE					
3226.0					NONE					
3228.0					NONE					
3230.0					NONE					
3232.0					NONE					
3234.0					NONE					
3236.0					NONE					
3238.0					NONE					
3240.0					NONE					
3242.0					NONE					
3244.0					NONE					
3246.0					NONE					
3248.0					NONE					
3250.0					NONE					
3252.0					NONE					
3254.0					NONE					
3256.0					NONE					
3258.0					NONE					
3260.0					NONE					
3262.0					NONE					
3264.0					NONE					
3266.0					NONE					
3268.0					NONE					
3270.0					NONE					
3272.0					NONE					
3274.0					NONE					
3276.0					NONE					
3278.0					NONE					
3280.0					NONE					
3282.0					NONE					
3284.0					NONE					
3286.0					NONE					
3288.0					NONE					
3290.0					NONE					
3292.0					NONE					
3294.0					NONE					
3296.0					NONE					
3298.0					NONE					
3300.0					NONE					
3302.0					NONE					
3304.0					NONE					
3306.0					NONE					
3308.0					NONE					
3310.0	MEN	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
3312.0	MEN	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
3314.0	MEN	FORREST	HAND	HAND	SHAKE_HANDS	0.0	POSITIVE	POSITIVE	1.0	
3316.0					NONE					
3318.0					NONE					
3320.0					NONE					
3322.0					NONE					
3324.0					NONE					
3326.0					NONE					
3328.0					NONE					
3330.0					NONE					
3332.0					NONE					
3334.0					NONE					
3336.0					NONE					
3338.0					NONE					
3340.0					NONE					
3342.0					NONE					
3344.0					NONE					
3346.0					NONE					
3348.0					NONE					
3350.0					NONE					
3352.0	WOMAN	FORREST	HAND	SHOULDER	TAP	0.0	NEGATIVE	NEGATIVE	1.0	
3354.0	WOMAN	FORREST	HAND		LEAD	0.0	NEGATIVE	NEGATIVE	1.0	
3356.0	WOMAN	FORREST	HAND		LEAD	0.0	NEGATIVE	NEGATIVE	1.0	
3358.0					NONE					
3360.0					NONE					
3362.0	MEN	FORREST	HAND	HIP	PUSH_AWAY	0.0	POSITIVE	NEGATIVE	1.0	
3364.0	MEN	FORREST	HAND	BACK	LEAD	0.0	POSITIVE	NEGATIVE	1.0	
3364.0	MEN	FORREST	HAND	BACK	LEAD	0.0	POSITIVE	NEGATIVE	1.0	
3366.0					NONE					
3368.0					NONE					
3370.0					NONE					
3372.0					NONE					
3374.0					NONE					
3376.0					NONE					
3378.0		FORREST	HAND		NUDGE	0.0	POSITIVE	NEGATIVE	1.0	
3380.0	MEN	FORREST		BACK	PUSH_AWAY	0.0	NEGATIVE	NEGATIVE	0.0	
3382.0	MEN	FORREST	HAND	ARM	HOLD	0.0	POSITIVE	POSITIVE	1.0	
3384.0					NONE					
3386.0					NONE					
3388.0					NONE					
3390.0					NONE					
3392.0					NONE					
3394.0					NONE					
3396.0					NONE					
3398.0					NONE					
3400.0					NONE					
3402.0					NONE					
3404.0					NONE					
3406.0					NONE					
3408.0					NONE					
3410.0					NONE					
3412.0					NONE					
3414.0					NONE					
3416.0	WOMAN	FORREST	HAND	SHOULDER	TAP	0.0	POSITIVE	POSITIVE	1.0	
3418.0	WOMAN	FORREST	HAND	ARM	PULL_SOMEBODY	1.0	POSITIVE	STRONG_NEGATIVE	1.0	
3420.0					NONE					
3422.0					NONE					
3424.0	MEN	FORREST	HAND	BACK	PUSH_AWAY	1.0	POSITIVE	NEGATIVE	1.0	
3426.0					NONE					
3428.0					NONE					
3430.0					NONE					
3432.0					NONE					
3434.0					NONE					
3436.0					NONE					
3438.0					NONE					
3440.0					NONE					
3442.0					NONE					
3444.0					NONE					
3446.0					NONE					
3448.0					NONE					
3450.0					NONE					
3452.0					NONE					
3454.0					NONE					
3456.0					NONE					
3458.0					NONE					
3460.0					NONE					
3462.0					NONE					
3464.0					NONE					
3466.0					NONE					
3468.0					NONE					
3470.0					NONE					
3472.0					NONE					
3474.0					NONE					
3476.0					NONE					
3478.0					NONE					
3480.0					NONE					
3482.0					NONE					
3484.0					NONE					
3486.0					NONE					
3488.0					NONE					
3490.0					NONE					
3492.0					NONE					
3494.0					NONE					
3496.0					NONE					
3498.0	MEN	WOMAN	HAND	HAND	BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
3498.0	WOMAN	MEN	HAND	HAND	BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
3500.0					NONE					
3502.0					NONE					
3504.0					NONE					
3506.0					NONE					
3508.0					NONE					
3510.0					NONE					
3512.0	WOMAN	WOMAN	HAND	HAND	BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
3514.0					NONE					
3516.0					NONE					
3518.0					NONE					
3520.0					NONE					
3522.0					NONE					
3524.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3526.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3528.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3530.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3532.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3534.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3536.0	MEN	FORREST		SHOULDER	UNDRESS_SOMEONE	1.0	STRONG_POSITIVE	POSITIVE	1.0	
3538.0					NONE					
3540.0					NONE					
3542.0					NONE					
3544.0					NONE					
3546.0					NONE					
3548.0					NONE					
3550.0					NONE					
3552.0					NONE					
3554.0					NONE					
3556.0					NONE					
3558.0					NONE					
3560.0					NONE					
3562.0					NONE					
3564.0					NONE					
3566.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3566.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3568.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3568.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3570.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3570.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3572.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3572.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3574.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3574.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3576.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3576.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3578.0	FORREST	JENNY			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3578.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3578.0	JENNY	FORREST		ARM	HOOK_ARM	0.0	POSITIVE	POSITIVE	1.0	
3580.0	JENNY	FORREST		ARM	HOOK_ARM	0.0	POSITIVE	POSITIVE	1.0	
3582.0	JENNY	FORREST		ARM	HOOK_ARM	0.0	POSITIVE	POSITIVE	1.0	
3584.0	JENNY	FORREST		ARM	HOOK_ARM	0.0	POSITIVE	POSITIVE	1.0	
3586.0	JENNY	FORREST		ARM	HOOK_ARM	0.0	POSITIVE	POSITIVE	1.0	
3588.0					NONE					
3590.0					NONE					
3592.0					NONE					
3594.0	MEN	FORREST	HAND	ARM	SCAN	1.0	NEGATIVE	NEGATIVE	1.0	AUDITORY
3596.0	JENNY	MEN	HAND	CHEST	PUSH_AWAY	0.0	NEGATIVE	STRONG_NEGATIVE	1.0	AUDITORY
3596.0	MEN	JENNY	HAND	ARM	PUSH_AWAY	1.0	NEGATIVE	NEGATIVE	1.0	
3598.0	MEN	JENNY	CHEST	ARM	BRUSH PAST	0.0	NEGATIVE	NEGATIVE	0.0	
3600.0					NONE					
3602.0					NONE					
3604.0					NONE					
3606.0					NONE					
3608.0	MEN	MEN	HAND	ARM	HOLD	1.0	NEGATIVE	NEGATIVE	1.0	AUDITORY
3610.0					NONE					
3612.0					NONE					
3614.0					NONE					
3616.0					NONE					
3618.0					NONE					
3620.0					NONE					
3622.0					NONE					
3624.0	MEN	MEN			BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
3624.0	JENNY	MEN	HAND	ARM	BRUSH PAST	0.0	NEGATIVE	NEGATIVE	0.0	
3626.0					NONE					
3628.0					NONE					
3630.0					NONE					
3632.0					NONE					
3634.0					NONE					
3636.0					NONE					
3638.0					NONE					
3640.0					NONE					
3642.0					NONE					
3644.0	MEN	JENNY	HAND	FACE	SMACK	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
3646.0					NONE					
3648.0					NONE					
3650.0					NONE					
3652.0					NONE					
3654.0	FORREST	MEN			TACKLE	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
3656.0	FORREST	MEN			TACKLE	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	AUDITORY
3658.0	FORREST	MEN	HAND		HIT	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
3660.0	FORREST	MEN	HAND		HIT	1.0	STRONG_NEGATIVE	STRONG_NEGATIVE	1.0	
3662.0					NONE					
3664.0	JENNY	FORREST	HAND		PUSH_AWAY	0.0	POSITIVE	NEGATIVE	1.0	
3666.0	JENNY	FORREST	HAND	ARM	PAT	0.0	POSITIVE	STRONG_NEGATIVE	1.0	
3668.0					NONE					
3670.0					NONE					
3672.0					NONE					
3674.0					NONE					
3676.0					NONE					
3678.0					NONE					
3680.0					NONE					
3682.0					NONE					
3684.0					NONE					
3686.0					NONE					
3688.0					NONE					
3690.0					NONE					
3692.0					NONE					
3694.0					NONE					
3696.0					NONE					
3698.0					NONE					
3700.0					NONE					
3702.0					NONE					
3704.0					NONE					
3706.0					NONE					
3708.0					NONE					
3710.0					NONE					
3712.0					NONE					
3714.0					NONE					
3716.0					NONE					
3718.0					NONE					
3720.0					NONE					
3722.0					NONE					
3724.0	JENNY	FORREST	HAND	SHOULDER	PAT	0.0	POSITIVE	POSITIVE	1.0	
3726.0					NONE					
3728.0					NONE					
3730.0					NONE					
3732.0					NONE					
3734.0					NONE					
3736.0					NONE					
3738.0					NONE					
3740.0					NONE					
3742.0					NONE					
3744.0					NONE					
3746.0	JENNY	FORREST		ARM	ARM_AROUND_SHOULDER	0.0	POSITIVE	POSITIVE	1.0	
3748.0	JENNY	FORREST		ARM	ARM_AROUND_SHOULDER	0.0	POSITIVE	POSITIVE	1.0	
3750.0	JENNY	FORREST		ARM	ARM_AROUND_SHOULDER	0.0	POSITIVE	POSITIVE	1.0	
3752.0	JENNY	FORREST		ARM	ARM_AROUND_SHOULDER	0.0	POSITIVE	POSITIVE	1.0	
3754.0					NONE					
3756.0					NONE					
3758.0					NONE					
3760.0					NONE					
3762.0					NONE					
3764.0					NONE					
3766.0					NONE					
3768.0					NONE					
3770.0					NONE					
3772.0					NONE					
3774.0					NONE					
3776.0					NONE					
3778.0					NONE					
3780.0					NONE					
3782.0					NONE					
3784.0					NONE					
3786.0					NONE					
3788.0					NONE					
3790.0					NONE					
3792.0					NONE					
3794.0					NONE					
3796.0					NONE					
3798.0					NONE					
3800.0					NONE					
3802.0					NONE					
3804.0					NONE					
3806.0					NONE					
3808.0					NONE					
3810.0					NONE					
3812.0					NONE					
3814.0					NONE					
3816.0					NONE					
3818.0					NONE					
3820.0					NONE					
3822.0					NONE					
3824.0					NONE					
3826.0					NONE					
3828.0					NONE					
3830.0					NONE					
3832.0					NONE					
3834.0					NONE					
3836.0					NONE					
3838.0					NONE					
3840.0					NONE					
3842.0					NONE					
3844.0	FORREST	JENNY	HAND	HAND	PAT	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3844.0	FORREST	JENNY	HAND	HAND	PAT	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3846.0					NONE					
3848.0					NONE					
3850.0					NONE					
3852.0					NONE					
3854.0					NONE					
3856.0					NONE					
3858.0					NONE					
3860.0					NONE					
3862.0					NONE					
3864.0					NONE					
3866.0					NONE					
3868.0					NONE					
3870.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3870.0	FORREST	JENNY	HAND	BACK	TAP	0.0	POSITIVE	POSITIVE	1.0	
3872.0	JENNY	FORREST			HUG	1.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
3872.0	JENNY	FORREST	HAND	BACK	TAP	0.0	POSITIVE	POSITIVE	1.0	
3874.0					NONE					
3876.0					NONE					
3878.0					NONE					
3880.0					NONE					
3882.0					NONE					
3884.0					NONE					
3886.0					NONE					
3888.0					NONE					
3890.0					NONE					
3892.0					NONE					
3894.0					NONE					
3896.0					NONE					
3898.0					NONE					
3900.0					NONE					
3902.0					NONE					
3904.0					NONE					
3906.0					NONE					
3908.0					NONE					
3910.0					NONE					
3912.0					NONE					
3914.0					NONE					
3916.0					NONE					
3918.0					NONE					
3920.0					NONE					
3922.0					NONE					
3924.0					NONE					
3926.0					NONE					
3928.0					NONE					
3930.0					NONE					
3932.0					NONE					
3934.0					NONE					
3936.0					NONE					
3938.0					NONE					
3940.0					NONE					
3942.0					NONE					
3944.0					NONE					
3946.0					NONE					
3948.0					NONE					
3950.0					NONE					
3952.0					NONE					
3954.0					NONE					
3956.0					NONE					
3958.0					NONE					
3960.0					NONE					
3962.0					NONE					
3964.0					NONE					
3966.0					NONE					
3968.0					NONE					
3970.0					NONE					
3972.0					NONE					
3974.0					NONE					
3976.0					NONE					
3978.0					NONE					
3980.0					NONE					
3982.0					NONE					
3984.0					NONE					
3986.0					NONE					
3988.0					NONE					
3990.0					NONE					
3992.0					NONE					
3994.0					NONE					
3996.0					NONE					
3998.0					NONE					
4000.0					NONE					
4002.0					NONE					
4004.0					NONE					
4006.0					NONE					
4008.0					NONE					
4010.0					NONE					
4012.0					NONE					
4014.0					NONE					
4016.0					NONE					
4018.0					NONE					
4020.0					NONE					
4022.0					NONE					
4024.0					NONE					
4026.0					NONE					
4028.0					NONE					
4030.0					NONE					
4032.0					NONE					
4034.0					NONE					
4036.0					NONE					
4038.0					NONE					
4040.0					NONE					
4042.0					NONE					
4044.0					NONE					
4046.0					NONE					
4048.0					NONE					
4050.0					NONE					
4052.0					NONE					
4054.0					NONE					
4056.0					NONE					
4058.0					NONE					
4060.0					NONE					
4062.0					NONE					
4064.0					NONE					
4066.0					NONE					
4068.0					NONE					
4070.0					NONE					
4072.0					NONE					
4074.0					NONE					
4076.0					NONE					
4078.0					NONE					
4080.0					NONE					
4082.0					NONE					
4084.0					NONE					
4086.0					NONE					
4088.0					NONE					
4090.0					NONE					
4092.0					NONE					
4094.0					NONE					
4096.0					NONE					
4098.0					NONE					
4100.0					NONE					
4102.0					NONE					
4104.0					NONE					
4106.0					NONE					
4108.0					NONE					
4110.0					NONE					
4112.0	MEN	MEN			NESTLE	0.0	POSITIVE	POSITIVE	0.0	
4114.0	MEN	MEN			NESTLE	0.0	POSITIVE	POSITIVE	0.0	
4116.0	MEN	MEN			NESTLE	0.0	POSITIVE	POSITIVE	0.0	
4118.0					NONE					
4120.0					NONE					
4122.0					NONE					
4124.0					NONE					
4126.0					NONE					
4128.0					NONE					
4130.0					NONE					
4132.0					NONE					
4134.0					NONE					
4136.0					NONE					
4138.0					NONE					
4140.0					NONE					
4142.0					NONE					
4144.0					NONE					
4146.0					NONE					
4148.0					NONE					
4150.0					NONE					
4152.0					NONE					
4154.0					NONE					
4156.0					NONE					
4158.0					NONE					
4160.0					NONE					
4162.0					NONE					
4164.0					NONE					
4166.0					NONE					
4168.0					NONE					
4170.0					NONE					
4172.0					NONE					
4174.0					NONE					
4176.0					NONE					
4178.0					NONE					
4180.0					NONE					
4182.0					NONE					
4184.0					NONE					
4186.0					NONE					
4188.0					NONE					
4190.0					NONE					
4192.0					NONE					
4194.0					NONE					
4196.0					NONE					
4198.0					NONE					
4200.0					NONE					
4202.0					NONE					
4204.0					NONE					
4206.0					NONE					
4208.0					NONE					
4210.0					NONE					
4212.0					NONE					
4214.0					NONE					
4216.0					NONE					
4218.0					NONE					
4220.0					NONE					
4222.0					NONE					
4224.0					NONE					
4226.0					NONE					
4228.0					NONE					
4230.0					NONE					
4232.0					NONE					
4234.0					NONE					
4236.0					NONE					
4238.0					NONE					
4240.0					NONE					
4242.0					NONE					
4244.0					NONE					
4246.0					NONE					
4248.0					NONE					
4250.0					NONE					
4252.0	DAN	FORREST	HAND	SHOULDER	TAP	0.0	POSITIVE	POSITIVE	1.0	
4254.0	DAN	FORREST	HAND	SHOULDER	TAP	0.0	POSITIVE	POSITIVE	1.0	
4256.0					NONE					
4258.0					NONE					
4260.0					NONE					
4262.0					NONE					
4264.0					NONE					
4266.0					NONE					
4268.0					NONE					
4270.0					NONE					
4272.0	WOMAN	DAN	HAND	HEAD	PAT	0.0	POSITIVE	POSITIVE	1.0	
4274.0					NONE					
4276.0					NONE					
4278.0					NONE					
4280.0	WOMAN	DAN	HAND	HAND	BRUSH PAST	0.0	POSITIVE	POSITIVE	0.0	
4282.0					NONE					
4284.0	WOMAN	DAN	HAND	HEAD	FIX_CLOTHING	0.0	POSITIVE	POSITIVE	1.0	
4286.0	WOMAN	DAN	HAND	HEAD	PAT	0.0	POSITIVE	POSITIVE	1.0	
4288.0					NONE					
4290.0					NONE					
4292.0					NONE					
4294.0					NONE					
4296.0	WOMAN	WOMAN	HAND		BRUSH PAST	0.0	POSITIVE	NEGATIVE	0.0	
4298.0	WOMAN	DAN	FACE	HEAD		0.0	POSITIVE	STRONG_POSITIVE	1.0	
4298.0	WOMAN	FORREST	HAND	SHOULDER	PAT	0.0	POSITIVE	POSITIVE	1.0	
4300.0					NONE					
4302.0					NONE					
4304.0					NONE					
4306.0					NONE					
4308.0					NONE					
4310.0					NONE					
4312.0					NONE					
4314.0					NONE					
4316.0					NONE					
4318.0					NONE					
4320.0					NONE					
4322.0					NONE					
4324.0					NONE					
4326.0					NONE					
4328.0					NONE					
4330.0					NONE					
4332.0					NONE					
4334.0					NONE					
4336.0					NONE					
4338.0					NONE					
4340.0					NONE					
4342.0					NONE					
4344.0					NONE					
4346.0					NONE					
4348.0					NONE					
4350.0					NONE					
4352.0					NONE					
4354.0		FORREST	FACE	FACE		0.0	POSITIVE	POSITIVE	1.0	
4356.0		FORREST	FACE	FACE		0.0	POSITIVE	POSITIVE	1.0	
4358.0					NONE					
4360.0					NONE					
4362.0					NONE					
4364.0					NONE					
4366.0					NONE					
4368.0					NONE					
4370.0					NONE					
4372.0					NONE					
4374.0					NONE					
4376.0					NONE					
4378.0					NONE					
4380.0					NONE					
4382.0					NONE					
4384.0					NONE					
4386.0					NONE					
4388.0					NONE					
4390.0					NONE					
4392.0					NONE					
4394.0					NONE					
4396.0					NONE					
4398.0					NONE					
4400.0					NONE					
4402.0					NONE					
4404.0					NONE					
4406.0					NONE					
4408.0					NONE					
4410.0					NONE					
4412.0					NONE					
4414.0					NONE					
4416.0					NONE					
4418.0					NONE					
4420.0					NONE					
4422.0					NONE					
4424.0					NONE					
4426.0					NONE					
4428.0					NONE					
4430.0					NONE					
4432.0					NONE					
4434.0					NONE					
4436.0					NONE					
4438.0					NONE					
4440.0					NONE					
4442.0					NONE					
4444.0					NONE					
4446.0					NONE					
4448.0					NONE					
4450.0					NONE					
4452.0					NONE					
4454.0					NONE					
4456.0					NONE					
4458.0					NONE					
4460.0					NONE					
4462.0					NONE					
4464.0					NONE					
4466.0					NONE					
4468.0					NONE					
4470.0					NONE					
4472.0					NONE					
4474.0					NONE					
4476.0					NONE					
4478.0					NONE					
4480.0					NONE					
4482.0					NONE					
4484.0					NONE					
4486.0					NONE					
4488.0					NONE					
4490.0					NONE					
4492.0					NONE					
4494.0					NONE					
4496.0					NONE					
4498.0					NONE					
4500.0					NONE					
4502.0					NONE					
4504.0	MRS_GUMP	FORREST	HAND	SHOULDER	HOLD	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
4506.0	MRS_GUMP	FORREST	HAND	SHOULDER	HOLD	0.0	STRONG_POSITIVE	STRONG_POSITIVE	1.0	
4506.0	MRS_GUMP	FORREST	FACE	FACE		1.0	STRONG_POSITIVE	STRONG_POSITIVE		AUDITORY
